Place,Time,Marking
Sealer standby state,72.11,1
Sealer standby state,72.11,0
Heat-sealing packaging,72.11,1
>New batch arrives,72.11,55
Heat-sealing packaging,72.11,1
>New batch arrives,72.11,54
>New batch arrives,73.5,55
>New batch arrives,73.5,56
>New batch arrives,75.0,57
>New batch arrives,75.0,58
Heat-sealing packaging,75.58,0
Sealer standby state,75.58,1
Sealer standby state,75.58,0
Heat-sealing packaging,75.58,1
>New batch arrives,75.58,57
Heat-sealing packaging,75.58,1
>New batch arrives,75.58,56
>New batch arrives,76.5,57
>New batch arrives,76.5,58
>New batch arrives,78.0,59
>New batch arrives,78.0,60
Heat-sealing packaging,79.11,0
Sealer standby state,79.11,1
Sealer standby state,79.11,0
Heat-sealing packaging,79.11,1
>New batch arrives,79.11,59
Heat-sealing packaging,79.11,1
>New batch arrives,79.11,58
>New batch arrives,79.5,59
>New batch arrives,79.5,60
>New batch arrives,81.0,61
>New batch arrives,81.0,62
>New batch arrives,82.5,63
>New batch arrives,82.5,64
Heat-sealing packaging,82.55,0
Sealer standby state,82.55,1
Sealer standby state,82.55,0
Heat-sealing packaging,82.55,1
>New batch arrives,82.55,63
Heat-sealing packaging,82.55,1
>New batch arrives,82.55,62
>New batch arrives,84.0,63
>New batch arrives,84.0,64
>New batch arrives,85.5,65
>New batch arrives,85.5,66
Heat-sealing packaging,85.69,0
Sealer standby state,85.69,1
Sealer standby state,85.69,0
Heat-sealing packaging,85.69,1
>New batch arrives,85.69,65
Heat-sealing packaging,85.69,1
>New batch arrives,85.69,64
>New batch arrives,87.0,65
>New batch arrives,87.0,66
>New batch arrives,88.5,67
>New batch arrives,88.5,68
Heat-sealing packaging,89.44,0
Sealer standby state,89.44,1
Sealer standby state,89.44,0
Heat-sealing packaging,89.44,1
>New batch arrives,89.44,67
Heat-sealing packaging,89.44,1
>New batch arrives,89.44,66
>New batch arrives,90.0,67
>New batch arrives,90.0,68
>New batch arrives,91.5,69
>New batch arrives,91.5,70
Heat-sealing packaging,92.98,0
Sealer standby state,92.98,1
Sealer standby state,92.98,0
Heat-sealing packaging,92.98,1
>New batch arrives,92.98,69
Heat-sealing packaging,92.98,1
>New batch arrives,92.98,68
>New batch arrives,93.0,69
>New batch arrives,93.0,70
>New batch arrives,94.5,71
>New batch arrives,94.5,72
>New batch arrives,96.0,73
>New batch arrives,96.0,74
Heat-sealing packaging,96.59,0
Sealer standby state,96.59,1
Sealer standby state,96.59,0
Heat-sealing packaging,96.59,1
>New batch arrives,96.59,73
Heat-sealing packaging,96.59,1
>New batch arrives,96.59,72
>New batch arrives,97.5,73
>New batch arrives,97.5,74
>New batch arrives,99.0,75
>New batch arrives,99.0,76
Heat-sealing packaging,99.97,0
Sealer standby state,99.97,1
Sealer standby state,99.97,0
Heat-sealing packaging,99.97,1
>New batch arrives,99.97,75
Heat-sealing packaging,99.97,1
>New batch arrives,99.97,74
Sealer standby state,100,0
>New batch arrives,100,74
Heat-sealing packaging,100,1
>New batch arrives,1.5,1
>New batch arrives,1.5,2
Sealer standby state,1.5,0
Heat-sealing packaging,1.5,1
>New batch arrives,1.5,1
Heat-sealing packaging,1.5,1
>New batch arrives,1.5,0
>New batch arrives,3.0,1
>New batch arrives,3.0,2
>New batch arrives,4.5,3
>New batch arrives,4.5,4
Heat-sealing packaging,5.28,0
Sealer standby state,5.28,1
Sealer standby state,5.28,0
Heat-sealing packaging,5.28,1
>New batch arrives,5.28,3
Heat-sealing packaging,5.28,1
>New batch arrives,5.28,2
>New batch arrives,6.0,3
>New batch arrives,6.0,4
>New batch arrives,7.5,5
>New batch arrives,7.5,6
Heat-sealing packaging,8.73,0
Sealer standby state,8.73,1
Sealer standby state,8.73,0
Heat-sealing packaging,8.73,1
>New batch arrives,8.73,5
Heat-sealing packaging,8.73,1
>New batch arrives,8.73,4
>New batch arrives,9.0,5
>New batch arrives,9.0,6
Sealer standby state,10,0
>New batch arrives,10,6
Heat-sealing packaging,10,1
>New batch arrives,1.5,1
>New batch arrives,1.5,2
Sealer standby state,1.5,0
Heat-sealing packaging,1.5,1
>New batch arrives,1.5,1
Heat-sealing packaging,1.5,1
>New batch arrives,1.5,0
>New batch arrives,3.0,1
>New batch arrives,3.0,2
>New batch arrives,4.5,3
>New batch arrives,4.5,4
Heat-sealing packaging,5.16,0
Sealer standby state,5.16,1
Sealer standby state,5.16,0
Heat-sealing packaging,5.16,1
>New batch arrives,5.16,3
Heat-sealing packaging,5.16,1
>New batch arrives,5.16,2
>New batch arrives,6.0,3
>New batch arrives,6.0,4
>New batch arrives,7.5,5
>New batch arrives,7.5,6
Heat-sealing packaging,8.81,0
Sealer standby state,8.81,1
Sealer standby state,8.81,0
Heat-sealing packaging,8.81,1
>New batch arrives,8.81,5
Heat-sealing packaging,8.81,1
>New batch arrives,8.81,4
>New batch arrives,9.0,5
>New batch arrives,9.0,6
>New batch arrives,10.5,7
>New batch arrives,10.5,8
>New batch arrives,12.0,9
>New batch arrives,12.0,10
Heat-sealing packaging,12.42,0
Sealer standby state,12.42,1
Sealer standby state,12.42,0
Heat-sealing packaging,12.42,1
>New batch arrives,12.42,9
Heat-sealing packaging,12.42,1
>New batch arrives,12.42,8
>New batch arrives,13.5,9
>New batch arrives,13.5,10
>New batch arrives,15.0,11
>New batch arrives,15.0,12
Heat-sealing packaging,15.8,0
Sealer standby state,15.8,1
Sealer standby state,15.8,0
Heat-sealing packaging,15.8,1
>New batch arrives,15.8,11
Heat-sealing packaging,15.8,1
>New batch arrives,15.8,10
>New batch arrives,16.5,11
>New batch arrives,16.5,12
>New batch arrives,18.0,13
>New batch arrives,18.0,14
Heat-sealing packaging,19.11,0
Sealer standby state,19.11,1
Sealer standby state,19.11,0
Heat-sealing packaging,19.11,1
>New batch arrives,19.11,13
Heat-sealing packaging,19.11,1
>New batch arrives,19.11,12
>New batch arrives,19.5,13
>New batch arrives,19.5,14
>New batch arrives,21.0,15
>New batch arrives,21.0,16
Heat-sealing packaging,22.27,0
Sealer standby state,22.27,1
Sealer standby state,22.27,0
Heat-sealing packaging,22.27,1
>New batch arrives,22.27,15
Heat-sealing packaging,22.27,1
>New batch arrives,22.27,14
>New batch arrives,22.5,15
>New batch arrives,22.5,16
>New batch arrives,24.0,17
>New batch arrives,24.0,18
Heat-sealing packaging,25.35,0
Sealer standby state,25.35,1
Sealer standby state,25.35,0
Heat-sealing packaging,25.35,1
>New batch arrives,25.35,17
Heat-sealing packaging,25.35,1
>New batch arrives,25.35,16
>New batch arrives,25.5,17
>New batch arrives,25.5,18
>New batch arrives,27.0,19
>New batch arrives,27.0,20
>New batch arrives,28.5,21
>New batch arrives,28.5,22
Heat-sealing packaging,28.79,0
Sealer standby state,28.79,1
Sealer standby state,28.79,0
Heat-sealing packaging,28.79,1
>New batch arrives,28.79,21
Heat-sealing packaging,28.79,1
>New batch arrives,28.79,20
>New batch arrives,30.0,21
>New batch arrives,30.0,22
>New batch arrives,31.5,23
>New batch arrives,31.5,24
Heat-sealing packaging,32.39,0
Sealer standby state,32.39,1
Sealer standby state,32.39,0
Heat-sealing packaging,32.39,1
>New batch arrives,32.39,23
Heat-sealing packaging,32.39,1
>New batch arrives,32.39,22
>New batch arrives,33.0,23
>New batch arrives,33.0,24
>New batch arrives,34.5,25
>New batch arrives,34.5,26
Heat-sealing packaging,35.73,0
Sealer standby state,35.73,1
Sealer standby state,35.73,0
Heat-sealing packaging,35.73,1
>New batch arrives,35.73,25
Heat-sealing packaging,35.73,1
>New batch arrives,35.73,24
>New batch arrives,36.0,25
>New batch arrives,36.0,26
>New batch arrives,37.5,27
>New batch arrives,37.5,28
>New batch arrives,39.0,29
>New batch arrives,39.0,30
Heat-sealing packaging,39.3,0
Sealer standby state,39.3,1
Sealer standby state,39.3,0
Heat-sealing packaging,39.3,1
>New batch arrives,39.3,29
Heat-sealing packaging,39.3,1
>New batch arrives,39.3,28
>New batch arrives,40.5,29
>New batch arrives,40.5,30
>New batch arrives,42.0,31
>New batch arrives,42.0,32
Heat-sealing packaging,42.69,0
Sealer standby state,42.69,1
Sealer standby state,42.69,0
Heat-sealing packaging,42.69,1
>New batch arrives,42.69,31
Heat-sealing packaging,42.69,1
>New batch arrives,42.69,30
>New batch arrives,43.5,31
>New batch arrives,43.5,32
>New batch arrives,45.0,33
>New batch arrives,45.0,34
Heat-sealing packaging,46.0,0
Sealer standby state,46.0,1
Sealer standby state,46.0,0
Heat-sealing packaging,46.0,1
>New batch arrives,46.0,33
Heat-sealing packaging,46.0,1
>New batch arrives,46.0,32
>New batch arrives,46.5,33
>New batch arrives,46.5,34
>New batch arrives,48.0,35
>New batch arrives,48.0,36
Heat-sealing packaging,49.45,0
Sealer standby state,49.45,1
Sealer standby state,49.45,0
Heat-sealing packaging,49.45,1
>New batch arrives,49.45,35
Heat-sealing packaging,49.45,1
>New batch arrives,49.45,34
>New batch arrives,49.5,35
>New batch arrives,49.5,36
>New batch arrives,51.0,37
>New batch arrives,51.0,38
>New batch arrives,52.5,39
>New batch arrives,52.5,40
Heat-sealing packaging,52.59,0
Sealer standby state,52.59,1
Sealer standby state,52.59,0
Heat-sealing packaging,52.59,1
>New batch arrives,52.59,39
Heat-sealing packaging,52.59,1
>New batch arrives,52.59,38
>New batch arrives,54.0,39
>New batch arrives,54.0,40
>New batch arrives,55.5,41
>New batch arrives,55.5,42
Heat-sealing packaging,55.98,0
Sealer standby state,55.98,1
Sealer standby state,55.98,0
Heat-sealing packaging,55.98,1
>New batch arrives,55.98,41
Heat-sealing packaging,55.98,1
>New batch arrives,55.98,40
>New batch arrives,57.0,41
>New batch arrives,57.0,42
>New batch arrives,58.5,43
>New batch arrives,58.5,44
Heat-sealing packaging,59.25,0
Sealer standby state,59.25,1
Sealer standby state,59.25,0
Heat-sealing packaging,59.25,1
>New batch arrives,59.25,43
Heat-sealing packaging,59.25,1
>New batch arrives,59.25,42
>New batch arrives,60.0,43
>New batch arrives,60.0,44
>New batch arrives,61.5,45
>New batch arrives,61.5,46
Heat-sealing packaging,62.55,0
Sealer standby state,62.55,1
Sealer standby state,62.55,0
Heat-sealing packaging,62.55,1
>New batch arrives,62.55,45
Heat-sealing packaging,62.55,1
>New batch arrives,62.55,44
>New batch arrives,63.0,45
>New batch arrives,63.0,46
>New batch arrives,64.5,47
>New batch arrives,64.5,48
>New batch arrives,66.0,49
>New batch arrives,66.0,50
Heat-sealing packaging,66.06,0
Sealer standby state,66.06,1
Sealer standby state,66.06,0
Heat-sealing packaging,66.06,1
>New batch arrives,66.06,49
Heat-sealing packaging,66.06,1
>New batch arrives,66.06,48
>New batch arrives,67.5,49
>New batch arrives,67.5,50
>New batch arrives,69.0,51
>New batch arrives,69.0,52
Heat-sealing packaging,69.2,0
Sealer standby state,69.2,1
Sealer standby state,69.2,0
Heat-sealing packaging,69.2,1
>New batch arrives,69.2,51
Heat-sealing packaging,69.2,1
>New batch arrives,69.2,50
>New batch arrives,70.5,51
>New batch arrives,70.5,52
>New batch arrives,72.0,53
>New batch arrives,72.0,54
Heat-sealing packaging,72.76,0
Sealer standby state,72.76,1
Sealer standby state,72.76,0
Heat-sealing packaging,72.76,1
>New batch arrives,72.76,53
Heat-sealing packaging,72.76,1
>New batch arrives,72.76,52
>New batch arrives,73.5,53
>New batch arrives,73.5,54
>New batch arrives,75.0,55
>New batch arrives,75.0,56
Heat-sealing packaging,76.17,0
Sealer standby state,76.17,1
Sealer standby state,76.17,0
Heat-sealing packaging,76.17,1
>New batch arrives,76.17,55
Heat-sealing packaging,76.17,1
>New batch arrives,76.17,54
>New batch arrives,76.5,55
>New batch arrives,76.5,56
>New batch arrives,78.0,57
>New batch arrives,78.0,58
>New batch arrives,79.5,59
>New batch arrives,79.5,60
Heat-sealing packaging,79.85,0
Sealer standby state,79.85,1
Sealer standby state,79.85,0
Heat-sealing packaging,79.85,1
>New batch arrives,79.85,59
Heat-sealing packaging,79.85,1
>New batch arrives,79.85,58
>New batch arrives,81.0,59
>New batch arrives,81.0,60
>New batch arrives,82.5,61
>New batch arrives,82.5,62
Heat-sealing packaging,83.38,0
Sealer standby state,83.38,1
Sealer standby state,83.38,0
Heat-sealing packaging,83.38,1
>New batch arrives,83.38,61
Heat-sealing packaging,83.38,1
>New batch arrives,83.38,60
>New batch arrives,84.0,61
>New batch arrives,84.0,62
>New batch arrives,85.5,63
>New batch arrives,85.5,64
Heat-sealing packaging,86.6,0
Sealer standby state,86.6,1
Sealer standby state,86.6,0
Heat-sealing packaging,86.6,1
>New batch arrives,86.6,63
Heat-sealing packaging,86.6,1
>New batch arrives,86.6,62
>New batch arrives,87.0,63
>New batch arrives,87.0,64
>New batch arrives,88.5,65
>New batch arrives,88.5,66
>New batch arrives,90.0,67
>New batch arrives,90.0,68
Heat-sealing packaging,90.34,0
Sealer standby state,90.34,1
Sealer standby state,90.34,0
Heat-sealing packaging,90.34,1
>New batch arrives,90.34,67
Heat-sealing packaging,90.34,1
>New batch arrives,90.34,66
>New batch arrives,91.5,67
>New batch arrives,91.5,68
>New batch arrives,93.0,69
>New batch arrives,93.0,70
Heat-sealing packaging,93.57,0
Sealer standby state,93.57,1
Sealer standby state,93.57,0
Heat-sealing packaging,93.57,1
>New batch arrives,93.57,69
Heat-sealing packaging,93.57,1
>New batch arrives,93.57,68
>New batch arrives,94.5,69
>New batch arrives,94.5,70
>New batch arrives,96.0,71
>New batch arrives,96.0,72
Heat-sealing packaging,96.65,0
Sealer standby state,96.65,1
Sealer standby state,96.65,0
Heat-sealing packaging,96.65,1
>New batch arrives,96.65,71
Heat-sealing packaging,96.65,1
>New batch arrives,96.65,70
>New batch arrives,97.5,71
>New batch arrives,97.5,72
>New batch arrives,99.0,73
>New batch arrives,99.0,74
Sealer standby state,100,0
>New batch arrives,100,74
Heat-sealing packaging,100,1
>New batch arrives,0.0,1
>New batch arrives,0.0,2
Sealer standby state,0.0,0
Heat-sealing packaging,0.0,1
>New batch arrives,0.0,1
Heat-sealing packaging,0.0,1
>New batch arrives,0.0,0
>New batch arrives,0.0,1
>New batch arrives,0.0,2
>New batch arrives,0.0,3
>New batch arrives,0.0,4
>New batch arrives,0.0,5
>New batch arrives,0.0,6
>New batch arrives,0.0,7
>New batch arrives,0.0,8
>New batch arrives,0.0,9
>New batch arrives,0.0,10
>New batch arrives,0.0,11
>New batch arrives,0.0,12
>New batch arrives,0.0,13
>New batch arrives,0.0,14
>New batch arrives,0.0,15
>New batch arrives,0.0,16
>New batch arrives,0.0,17
>New batch arrives,0.0,18
>New batch arrives,0.0,19
>New batch arrives,0.0,20
>New batch arrives,0.0,21
>New batch arrives,0.0,22
>New batch arrives,0.0,23
>New batch arrives,0.0,24
>New batch arrives,0.0,25
>New batch arrives,0.0,26
>New batch arrives,0.0,27
>New batch arrives,0.0,28
>New batch arrives,0.0,29
>New batch arrives,0.0,30
>New batch arrives,0.0,31
>New batch arrives,0.0,32
>New batch arrives,0.0,33
>New batch arrives,0.0,34
>New batch arrives,0.0,35
>New batch arrives,0.0,36
>New batch arrives,0.0,37
>New batch arrives,0.0,38
>New batch arrives,0.0,39
>New batch arrives,0.0,40
>New batch arrives,0.0,41
>New batch arrives,0.0,42
>New batch arrives,0.0,43
>New batch arrives,0.0,44
>New batch arrives,0.0,45
>New batch arrives,0.0,46
>New batch arrives,0.0,47
>New batch arrives,0.0,48
>New batch arrives,0.0,49
>New batch arrives,0.0,50
>New batch arrives,0.0,51
>New batch arrives,0.0,52
>New batch arrives,0.0,53
>New batch arrives,0.0,54
>New batch arrives,0.0,55
>New batch arrives,0.0,56
>New batch arrives,0.0,57
>New batch arrives,0.0,58
>New batch arrives,0.0,59
>New batch arrives,0.0,60
>New batch arrives,0.0,61
>New batch arrives,0.0,62
>New batch arrives,0.0,63
>New batch arrives,0.0,64
>New batch arrives,0.0,65
>New batch arrives,0.0,66
>New batch arrives,0.0,67
>New batch arrives,0.0,68
>New batch arrives,0.0,69
>New batch arrives,0.0,70
>New batch arrives,0.0,71
>New batch arrives,0.0,72
>New batch arrives,0.0,73
>New batch arrives,0.0,74
>New batch arrives,0.0,75
>New batch arrives,0.0,76
>New batch arrives,0.0,77
>New batch arrives,0.0,78
>New batch arrives,0.0,79
>New batch arrives,0.0,80
>New batch arrives,0.0,81
>New batch arrives,0.0,82
>New batch arrives,0.0,83
>New batch arrives,0.0,84
>New batch arrives,0.0,85
>New batch arrives,0.0,86
>New batch arrives,0.0,87
>New batch arrives,0.0,88
>New batch arrives,0.0,89
>New batch arrives,0.0,90
>New batch arrives,0.0,91
>New batch arrives,0.0,92
>New batch arrives,0.0,93
>New batch arrives,0.0,94
>New batch arrives,0.0,95
>New batch arrives,0.0,96
>New batch arrives,0.0,97
>New batch arrives,0.0,98
>New batch arrives,0.0,99
>New batch arrives,0.0,100
>New batch arrives,0.0,101
>New batch arrives,0.0,102
>New batch arrives,0.0,103
>New batch arrives,0.0,104
>New batch arrives,0.0,105
>New batch arrives,0.0,106
>New batch arrives,0.0,107
>New batch arrives,0.0,108
>New batch arrives,0.0,109
>New batch arrives,0.0,110
>New batch arrives,0.0,111
>New batch arrives,0.0,112
>New batch arrives,0.0,113
>New batch arrives,0.0,114
>New batch arrives,0.0,115
>New batch arrives,0.0,116
>New batch arrives,0.0,117
>New batch arrives,0.0,118
>New batch arrives,0.0,119
>New batch arrives,0.0,120
>New batch arrives,0.0,121
>New batch arrives,0.0,122
>New batch arrives,0.0,123
>New batch arrives,0.0,124
>New batch arrives,0.0,125
>New batch arrives,0.0,126
>New batch arrives,0.0,127
