Place,Time,Marking
>New batch arrives,0.0,13316
>New batch arrives,0.0,13317
>New batch arrives,0.0,13318
>New batch arrives,0.0,13319
>New batch arrives,0.0,13320
>New batch arrives,0.0,13321
>New batch arrives,0.0,13322
>New batch arrives,0.0,13323
>New batch arrives,0.0,13324
>New batch arrives,0.0,13325
>New batch arrives,0.0,13326
>New batch arrives,0.0,13327
>New batch arrives,0.0,13328
>New batch arrives,0.0,13329
>New batch arrives,0.0,13330
>New batch arrives,0.0,13331
>New batch arrives,0.0,13332
>New batch arrives,0.0,13333
>New batch arrives,0.0,13334
>New batch arrives,0.0,13335
>New batch arrives,0.0,13336
>New batch arrives,0.0,13337
>New batch arrives,0.0,13338
>New batch arrives,0.0,13339
>New batch arrives,0.0,13340
>New batch arrives,0.0,13341
>New batch arrives,0.0,13342
>New batch arrives,0.0,13343
>New batch arrives,0.0,13344
>New batch arrives,0.0,13345
>New batch arrives,0.0,13346
>New batch arrives,0.0,13347
>New batch arrives,0.0,13348
>New batch arrives,0.0,13349
>New batch arrives,0.0,13350
>New batch arrives,0.0,13351
>New batch arrives,0.0,13352
>New batch arrives,0.0,13353
>New batch arrives,0.0,13354
>New batch arrives,0.0,13355
>New batch arrives,0.0,13356
>New batch arrives,0.0,13357
>New batch arrives,0.0,13358
>New batch arrives,0.0,13359
>New batch arrives,0.0,13360
>New batch arrives,0.0,13361
>New batch arrives,0.0,13362
>New batch arrives,0.0,13363
>New batch arrives,0.0,13364
>New batch arrives,0.0,13365
>New batch arrives,0.0,13366
>New batch arrives,0.0,13367
>New batch arrives,0.0,13368
>New batch arrives,0.0,13369
>New batch arrives,0.0,13370
>New batch arrives,0.0,13371
>New batch arrives,0.0,13372
>New batch arrives,0.0,13373
>New batch arrives,0.0,13374
>New batch arrives,0.0,13375
>New batch arrives,0.0,13376
>New batch arrives,0.0,13377
>New batch arrives,0.0,13378
>New batch arrives,0.0,13379
>New batch arrives,0.0,13380
>New batch arrives,0.0,13381
>New batch arrives,0.0,13382
>New batch arrives,0.0,13383
>New batch arrives,0.0,13384
>New batch arrives,0.0,13385
>New batch arrives,0.0,13386
>New batch arrives,0.0,13387
>New batch arrives,0.0,13388
>New batch arrives,0.0,13389
>New batch arrives,0.0,13390
>New batch arrives,0.0,13391
>New batch arrives,0.0,13392
>New batch arrives,0.0,13393
>New batch arrives,0.0,13394
>New batch arrives,0.0,13395
>New batch arrives,0.0,13396
>New batch arrives,0.0,13397
>New batch arrives,0.0,13398
>New batch arrives,0.0,13399
>New batch arrives,0.0,13400
>New batch arrives,0.0,13401
>New batch arrives,0.0,13402
>New batch arrives,0.0,13403
>New batch arrives,0.0,13404
>New batch arrives,0.0,13405
>New batch arrives,0.0,13406
>New batch arrives,0.0,13407
>New batch arrives,0.0,13408
>New batch arrives,0.0,13409
>New batch arrives,0.0,13410
>New batch arrives,0.0,13411
>New batch arrives,0.0,13412
>New batch arrives,0.0,13413
>New batch arrives,0.0,13414
>New batch arrives,0.0,13415
>New batch arrives,0.0,13416
>New batch arrives,0.0,13417
>New batch arrives,0.0,13418
>New batch arrives,0.0,13419
>New batch arrives,0.0,13420
>New batch arrives,0.0,13421
>New batch arrives,0.0,13422
>New batch arrives,0.0,13423
>New batch arrives,0.0,13424
>New batch arrives,0.0,13425
>New batch arrives,0.0,13426
>New batch arrives,0.0,13427
>New batch arrives,0.0,13428
>New batch arrives,0.0,13429
>New batch arrives,0.0,13430
>New batch arrives,0.0,13431
>New batch arrives,0.0,13432
>New batch arrives,0.0,13433
>New batch arrives,0.0,13434
>New batch arrives,0.0,13435
>New batch arrives,0.0,13436
>New batch arrives,0.0,13437
>New batch arrives,0.0,13438
>New batch arrives,0.0,13439
>New batch arrives,0.0,13440
>New batch arrives,0.0,13441
>New batch arrives,0.0,13442
>New batch arrives,0.0,13443
>New batch arrives,0.0,13444
>New batch arrives,0.0,13445
>New batch arrives,0.0,13446
>New batch arrives,0.0,13447
>New batch arrives,0.0,13448
>New batch arrives,0.0,13449
>New batch arrives,0.0,13450
>New batch arrives,0.0,13451
>New batch arrives,0.0,13452
>New batch arrives,0.0,13453
>New batch arrives,0.0,13454
>New batch arrives,0.0,13455
>New batch arrives,0.0,13456
>New batch arrives,0.0,13457
>New batch arrives,0.0,13458
>New batch arrives,0.0,13459
>New batch arrives,0.0,13460
>New batch arrives,0.0,13461
>New batch arrives,0.0,13462
>New batch arrives,0.0,13463
>New batch arrives,0.0,13464
>New batch arrives,0.0,13465
>New batch arrives,0.0,13466
>New batch arrives,0.0,13467
>New batch arrives,0.0,13468
>New batch arrives,0.0,13469
>New batch arrives,0.0,13470
>New batch arrives,0.0,13471
>New batch arrives,0.0,13472
>New batch arrives,0.0,13473
>New batch arrives,0.0,13474
>New batch arrives,0.0,13475
>New batch arrives,0.0,13476
>New batch arrives,0.0,13477
>New batch arrives,0.0,13478
>New batch arrives,0.0,13479
>New batch arrives,0.0,13480
>New batch arrives,0.0,13481
>New batch arrives,0.0,13482
>New batch arrives,0.0,13483
>New batch arrives,0.0,13484
>New batch arrives,0.0,13485
>New batch arrives,0.0,13486
>New batch arrives,0.0,13487
>New batch arrives,0.0,13488
>New batch arrives,0.0,13489
>New batch arrives,0.0,13490
>New batch arrives,0.0,13491
>New batch arrives,0.0,13492
>New batch arrives,0.0,13493
>New batch arrives,0.0,13494
>New batch arrives,0.0,13495
>New batch arrives,0.0,13496
>New batch arrives,0.0,13497
>New batch arrives,0.0,13498
>New batch arrives,0.0,13499
>New batch arrives,0.0,13500
>New batch arrives,0.0,13501
>New batch arrives,0.0,13502
>New batch arrives,0.0,13503
>New batch arrives,0.0,13504
>New batch arrives,0.0,13505
>New batch arrives,0.0,13506
>New batch arrives,0.0,13507
>New batch arrives,0.0,13508
>New batch arrives,0.0,13509
>New batch arrives,0.0,13510
>New batch arrives,0.0,13511
>New batch arrives,0.0,13512
>New batch arrives,0.0,13513
>New batch arrives,0.0,13514
>New batch arrives,0.0,13515
>New batch arrives,0.0,13516
>New batch arrives,0.0,13517
>New batch arrives,0.0,13518
>New batch arrives,0.0,13519
>New batch arrives,0.0,13520
>New batch arrives,0.0,13521
>New batch arrives,0.0,13522
>New batch arrives,0.0,13523
>New batch arrives,0.0,13524
>New batch arrives,0.0,13525
>New batch arrives,0.0,13526
>New batch arrives,0.0,13527
>New batch arrives,0.0,13528
>New batch arrives,0.0,13529
>New batch arrives,0.0,13530
>New batch arrives,0.0,13531
>New batch arrives,0.0,13532
>New batch arrives,0.0,13533
>New batch arrives,0.0,13534
>New batch arrives,0.0,13535
>New batch arrives,0.0,13536
>New batch arrives,0.0,13537
>New batch arrives,0.0,13538
>New batch arrives,0.0,13539
>New batch arrives,0.0,13540
>New batch arrives,0.0,13541
>New batch arrives,0.0,13542
>New batch arrives,0.0,13543
>New batch arrives,0.0,13544
>New batch arrives,0.0,13545
>New batch arrives,0.0,13546
>New batch arrives,0.0,13547
>New batch arrives,0.0,13548
>New batch arrives,0.0,13549
>New batch arrives,0.0,13550
>New batch arrives,0.0,13551
>New batch arrives,0.0,13552
>New batch arrives,0.0,13553
>New batch arrives,0.0,13554
>New batch arrives,0.0,13555
>New batch arrives,0.0,13556
>New batch arrives,0.0,13557
>New batch arrives,0.0,13558
>New batch arrives,0.0,13559
>New batch arrives,0.0,13560
>New batch arrives,0.0,13561
>New batch arrives,0.0,13562
>New batch arrives,0.0,13563
>New batch arrives,0.0,13564
>New batch arrives,0.0,13565
>New batch arrives,0.0,13566
>New batch arrives,0.0,13567
>New batch arrives,0.0,13568
>New batch arrives,0.0,13569
>New batch arrives,0.0,13570
>New batch arrives,0.0,13571
>New batch arrives,0.0,13572
>New batch arrives,0.0,13573
>New batch arrives,0.0,13574
>New batch arrives,0.0,13575
>New batch arrives,0.0,13576
>New batch arrives,0.0,13577
>New batch arrives,0.0,13578
>New batch arrives,0.0,13579
>New batch arrives,0.0,13580
>New batch arrives,0.0,13581
>New batch arrives,0.0,13582
>New batch arrives,0.0,13583
>New batch arrives,0.0,13584
>New batch arrives,0.0,13585
>New batch arrives,0.0,13586
>New batch arrives,0.0,13587
>New batch arrives,0.0,13588
>New batch arrives,0.0,13589
>New batch arrives,0.0,13590
>New batch arrives,0.0,13591
>New batch arrives,0.0,13592
>New batch arrives,0.0,13593
>New batch arrives,0.0,13594
>New batch arrives,0.0,13595
>New batch arrives,0.0,13596
>New batch arrives,0.0,13597
>New batch arrives,0.0,13598
>New batch arrives,0.0,13599
>New batch arrives,0.0,13600
>New batch arrives,0.0,13601
>New batch arrives,0.0,13602
>New batch arrives,0.0,13603
>New batch arrives,0.0,13604
>New batch arrives,0.0,13605
>New batch arrives,0.0,13606
>New batch arrives,0.0,13607
>New batch arrives,0.0,13608
>New batch arrives,0.0,13609
>New batch arrives,0.0,13610
>New batch arrives,0.0,13611
>New batch arrives,0.0,13612
>New batch arrives,0.0,13613
>New batch arrives,0.0,13614
>New batch arrives,0.0,13615
>New batch arrives,0.0,13616
>New batch arrives,0.0,13617
>New batch arrives,0.0,13618
>New batch arrives,0.0,13619
>New batch arrives,0.0,13620
>New batch arrives,0.0,13621
>New batch arrives,0.0,13622
>New batch arrives,0.0,13623
>New batch arrives,0.0,13624
>New batch arrives,0.0,13625
>New batch arrives,0.0,13626
>New batch arrives,0.0,13627
>New batch arrives,0.0,13628
>New batch arrives,0.0,13629
>New batch arrives,0.0,13630
>New batch arrives,0.0,13631
>New batch arrives,0.0,13632
>New batch arrives,0.0,13633
>New batch arrives,0.0,13634
>New batch arrives,0.0,13635
>New batch arrives,0.0,13636
>New batch arrives,0.0,13637
>New batch arrives,0.0,13638
>New batch arrives,0.0,13639
>New batch arrives,0.0,13640
>New batch arrives,0.0,13641
>New batch arrives,0.0,13642
>New batch arrives,0.0,13643
>New batch arrives,0.0,13644
>New batch arrives,0.0,13645
>New batch arrives,0.0,13646
>New batch arrives,0.0,13647
>New batch arrives,0.0,13648
>New batch arrives,0.0,13649
>New batch arrives,0.0,13650
>New batch arrives,0.0,13651
>New batch arrives,0.0,13652
>New batch arrives,0.0,13653
>New batch arrives,0.0,13654
>New batch arrives,0.0,13655
>New batch arrives,0.0,13656
>New batch arrives,0.0,13657
>New batch arrives,0.0,13658
>New batch arrives,0.0,13659
>New batch arrives,0.0,13660
>New batch arrives,0.0,13661
>New batch arrives,0.0,13662
>New batch arrives,0.0,13663
>New batch arrives,0.0,13664
>New batch arrives,0.0,13665
>New batch arrives,0.0,13666
>New batch arrives,0.0,13667
>New batch arrives,0.0,13668
>New batch arrives,0.0,13669
>New batch arrives,0.0,13670
>New batch arrives,0.0,13671
>New batch arrives,0.0,13672
>New batch arrives,0.0,13673
>New batch arrives,0.0,13674
>New batch arrives,0.0,13675
>New batch arrives,0.0,13676
>New batch arrives,0.0,13677
>New batch arrives,0.0,13678
>New batch arrives,0.0,13679
>New batch arrives,0.0,13680
>New batch arrives,0.0,13681
>New batch arrives,0.0,13682
>New batch arrives,0.0,13683
>New batch arrives,0.0,13684
>New batch arrives,0.0,13685
>New batch arrives,0.0,13686
>New batch arrives,0.0,13687
>New batch arrives,0.0,13688
>New batch arrives,0.0,13689
>New batch arrives,0.0,13690
>New batch arrives,0.0,13691
>New batch arrives,0.0,13692
>New batch arrives,0.0,13693
>New batch arrives,0.0,13694
>New batch arrives,0.0,13695
>New batch arrives,0.0,13696
>New batch arrives,0.0,13697
>New batch arrives,0.0,13698
>New batch arrives,0.0,13699
>New batch arrives,0.0,13700
>New batch arrives,0.0,13701
>New batch arrives,0.0,13702
>New batch arrives,0.0,13703
>New batch arrives,0.0,13704
>New batch arrives,0.0,13705
>New batch arrives,0.0,13706
>New batch arrives,0.0,13707
>New batch arrives,0.0,13708
>New batch arrives,0.0,13709
>New batch arrives,0.0,13710
>New batch arrives,0.0,13711
>New batch arrives,0.0,13712
>New batch arrives,0.0,13713
>New batch arrives,0.0,13714
>New batch arrives,0.0,13715
>New batch arrives,0.0,13716
>New batch arrives,0.0,13717
>New batch arrives,0.0,13718
>New batch arrives,0.0,13719
>New batch arrives,0.0,13720
>New batch arrives,0.0,13721
>New batch arrives,0.0,13722
>New batch arrives,0.0,13723
>New batch arrives,0.0,13724
>New batch arrives,0.0,13725
>New batch arrives,0.0,13726
>New batch arrives,0.0,13727
>New batch arrives,0.0,13728
>New batch arrives,0.0,13729
>New batch arrives,0.0,13730
>New batch arrives,0.0,13731
>New batch arrives,0.0,13732
>New batch arrives,0.0,13733
>New batch arrives,0.0,13734
>New batch arrives,0.0,13735
>New batch arrives,0.0,13736
>New batch arrives,0.0,13737
>New batch arrives,0.0,13738
>New batch arrives,0.0,13739
>New batch arrives,0.0,13740
>New batch arrives,0.0,13741
>New batch arrives,0.0,13742
>New batch arrives,0.0,13743
>New batch arrives,0.0,13744
>New batch arrives,0.0,13745
>New batch arrives,0.0,13746
>New batch arrives,0.0,13747
>New batch arrives,0.0,13748
>New batch arrives,0.0,13749
>New batch arrives,0.0,13750
>New batch arrives,0.0,13751
>New batch arrives,0.0,13752
>New batch arrives,0.0,13753
>New batch arrives,0.0,13754
>New batch arrives,0.0,13755
>New batch arrives,0.0,13756
>New batch arrives,0.0,13757
>New batch arrives,0.0,13758
>New batch arrives,0.0,13759
>New batch arrives,0.0,13760
>New batch arrives,0.0,13761
>New batch arrives,0.0,13762
>New batch arrives,0.0,13763
>New batch arrives,0.0,13764
>New batch arrives,0.0,13765
>New batch arrives,0.0,13766
>New batch arrives,0.0,13767
>New batch arrives,0.0,13768
>New batch arrives,0.0,13769
>New batch arrives,0.0,13770
>New batch arrives,0.0,13771
>New batch arrives,0.0,13772
>New batch arrives,0.0,13773
>New batch arrives,0.0,13774
>New batch arrives,0.0,13775
>New batch arrives,0.0,13776
>New batch arrives,0.0,13777
>New batch arrives,0.0,13778
>New batch arrives,0.0,13779
>New batch arrives,0.0,13780
>New batch arrives,0.0,13781
>New batch arrives,0.0,13782
>New batch arrives,0.0,13783
>New batch arrives,0.0,13784
>New batch arrives,0.0,13785
>New batch arrives,0.0,13786
>New batch arrives,0.0,13787
>New batch arrives,0.0,13788
>New batch arrives,0.0,13789
>New batch arrives,0.0,13790
>New batch arrives,0.0,13791
>New batch arrives,0.0,13792
>New batch arrives,0.0,13793
>New batch arrives,0.0,13794
>New batch arrives,0.0,13795
>New batch arrives,0.0,13796
>New batch arrives,0.0,13797
>New batch arrives,0.0,13798
>New batch arrives,0.0,13799
>New batch arrives,0.0,13800
>New batch arrives,0.0,13801
>New batch arrives,0.0,13802
>New batch arrives,0.0,13803
>New batch arrives,0.0,13804
>New batch arrives,0.0,13805
>New batch arrives,0.0,13806
>New batch arrives,0.0,13807
>New batch arrives,0.0,13808
>New batch arrives,0.0,13809
>New batch arrives,0.0,13810
>New batch arrives,0.0,13811
>New batch arrives,0.0,13812
>New batch arrives,0.0,13813
>New batch arrives,0.0,13814
>New batch arrives,0.0,13815
>New batch arrives,0.0,13816
>New batch arrives,0.0,13817
>New batch arrives,0.0,13818
>New batch arrives,0.0,13819
>New batch arrives,0.0,13820
>New batch arrives,0.0,13821
>New batch arrives,0.0,13822
>New batch arrives,0.0,13823
>New batch arrives,0.0,13824
>New batch arrives,0.0,13825
>New batch arrives,0.0,13826
>New batch arrives,0.0,13827
>New batch arrives,0.0,13828
>New batch arrives,0.0,13829
>New batch arrives,0.0,13830
>New batch arrives,0.0,13831
>New batch arrives,0.0,13832
>New batch arrives,0.0,13833
>New batch arrives,0.0,13834
>New batch arrives,0.0,13835
>New batch arrives,0.0,13836
>New batch arrives,0.0,13837
>New batch arrives,0.0,13838
>New batch arrives,0.0,13839
>New batch arrives,0.0,13840
>New batch arrives,0.0,13841
>New batch arrives,0.0,13842
>New batch arrives,0.0,13843
>New batch arrives,0.0,13844
>New batch arrives,0.0,13845
>New batch arrives,0.0,13846
>New batch arrives,0.0,13847
>New batch arrives,0.0,13848
>New batch arrives,0.0,13849
>New batch arrives,0.0,13850
>New batch arrives,0.0,13851
>New batch arrives,0.0,13852
>New batch arrives,0.0,13853
>New batch arrives,0.0,13854
>New batch arrives,0.0,13855
>New batch arrives,0.0,13856
>New batch arrives,0.0,13857
>New batch arrives,0.0,13858
>New batch arrives,0.0,13859
>New batch arrives,0.0,13860
>New batch arrives,0.0,13861
>New batch arrives,0.0,13862
>New batch arrives,0.0,13863
>New batch arrives,0.0,13864
>New batch arrives,0.0,13865
>New batch arrives,0.0,13866
>New batch arrives,0.0,13867
>New batch arrives,0.0,13868
>New batch arrives,0.0,13869
>New batch arrives,0.0,13870
>New batch arrives,0.0,13871
>New batch arrives,0.0,13872
>New batch arrives,0.0,13873
>New batch arrives,0.0,13874
>New batch arrives,0.0,13875
>New batch arrives,0.0,13876
>New batch arrives,0.0,13877
>New batch arrives,0.0,13878
>New batch arrives,0.0,13879
>New batch arrives,0.0,13880
>New batch arrives,0.0,13881
>New batch arrives,0.0,13882
>New batch arrives,0.0,13883
>New batch arrives,0.0,13884
>New batch arrives,0.0,13885
>New batch arrives,0.0,13886
>New batch arrives,0.0,13887
>New batch arrives,0.0,13888
>New batch arrives,0.0,13889
>New batch arrives,0.0,13890
>New batch arrives,0.0,13891
>New batch arrives,0.0,13892
>New batch arrives,0.0,13893
>New batch arrives,0.0,13894
>New batch arrives,0.0,13895
>New batch arrives,0.0,13896
>New batch arrives,0.0,13897
>New batch arrives,0.0,13898
>New batch arrives,0.0,13899
>New batch arrives,0.0,13900
>New batch arrives,0.0,13901
>New batch arrives,0.0,13902
>New batch arrives,0.0,13903
>New batch arrives,0.0,13904
>New batch arrives,0.0,13905
>New batch arrives,0.0,13906
>New batch arrives,0.0,13907
>New batch arrives,0.0,13908
>New batch arrives,0.0,13909
>New batch arrives,0.0,13910
>New batch arrives,0.0,13911
>New batch arrives,0.0,13912
>New batch arrives,0.0,13913
>New batch arrives,0.0,13914
>New batch arrives,0.0,13915
>New batch arrives,0.0,13916
>New batch arrives,0.0,13917
>New batch arrives,0.0,13918
>New batch arrives,0.0,13919
>New batch arrives,0.0,13920
>New batch arrives,0.0,13921
>New batch arrives,0.0,13922
>New batch arrives,0.0,13923
>New batch arrives,0.0,13924
>New batch arrives,0.0,13925
>New batch arrives,0.0,13926
>New batch arrives,0.0,13927
>New batch arrives,0.0,13928
>New batch arrives,0.0,13929
>New batch arrives,0.0,13930
>New batch arrives,0.0,13931
>New batch arrives,0.0,13932
>New batch arrives,0.0,13933
>New batch arrives,0.0,13934
>New batch arrives,0.0,13935
>New batch arrives,0.0,13936
>New batch arrives,0.0,13937
>New batch arrives,0.0,13938
>New batch arrives,0.0,13939
>New batch arrives,0.0,13940
>New batch arrives,0.0,13941
>New batch arrives,0.0,13942
>New batch arrives,0.0,13943
>New batch arrives,0.0,13944
>New batch arrives,0.0,13945
>New batch arrives,0.0,13946
>New batch arrives,0.0,13947
>New batch arrives,0.0,13948
>New batch arrives,0.0,13949
>New batch arrives,0.0,13950
>New batch arrives,0.0,13951
>New batch arrives,0.0,13952
>New batch arrives,0.0,13953
>New batch arrives,0.0,13954
>New batch arrives,0.0,13955
>New batch arrives,0.0,13956
>New batch arrives,0.0,13957
>New batch arrives,0.0,13958
>New batch arrives,0.0,13959
>New batch arrives,0.0,13960
>New batch arrives,0.0,13961
>New batch arrives,0.0,13962
>New batch arrives,0.0,13963
>New batch arrives,0.0,13964
>New batch arrives,0.0,13965
>New batch arrives,0.0,13966
>New batch arrives,0.0,13967
>New batch arrives,0.0,13968
>New batch arrives,0.0,13969
>New batch arrives,0.0,13970
>New batch arrives,0.0,13971
>New batch arrives,0.0,13972
>New batch arrives,0.0,13973
>New batch arrives,0.0,13974
>New batch arrives,0.0,13975
>New batch arrives,0.0,13976
>New batch arrives,0.0,13977
>New batch arrives,0.0,13978
>New batch arrives,0.0,13979
>New batch arrives,0.0,13980
>New batch arrives,0.0,13981
>New batch arrives,0.0,13982
>New batch arrives,0.0,13983
>New batch arrives,0.0,13984
>New batch arrives,0.0,13985
>New batch arrives,0.0,13986
>New batch arrives,0.0,13987
>New batch arrives,0.0,13988
>New batch arrives,0.0,13989
>New batch arrives,0.0,13990
>New batch arrives,0.0,13991
>New batch arrives,0.0,13992
>New batch arrives,0.0,13993
>New batch arrives,0.0,13994
>New batch arrives,0.0,13995
>New batch arrives,0.0,13996
>New batch arrives,0.0,13997
>New batch arrives,0.0,13998
>New batch arrives,0.0,13999
>New batch arrives,0.0,14000
>New batch arrives,0.0,14001
>New batch arrives,0.0,14002
>New batch arrives,0.0,14003
>New batch arrives,0.0,14004
>New batch arrives,0.0,14005
>New batch arrives,0.0,14006
>New batch arrives,0.0,14007
>New batch arrives,0.0,14008
>New batch arrives,0.0,14009
>New batch arrives,0.0,14010
>New batch arrives,0.0,14011
>New batch arrives,0.0,14012
>New batch arrives,0.0,14013
>New batch arrives,0.0,14014
>New batch arrives,0.0,14015
>New batch arrives,0.0,14016
>New batch arrives,0.0,14017
>New batch arrives,0.0,14018
>New batch arrives,0.0,14019
>New batch arrives,0.0,14020
>New batch arrives,0.0,14021
>New batch arrives,0.0,14022
>New batch arrives,0.0,14023
>New batch arrives,0.0,14024
>New batch arrives,0.0,14025
>New batch arrives,0.0,14026
>New batch arrives,0.0,14027
>New batch arrives,0.0,14028
>New batch arrives,0.0,14029
>New batch arrives,0.0,14030
>New batch arrives,0.0,14031
>New batch arrives,0.0,14032
>New batch arrives,0.0,14033
>New batch arrives,0.0,14034
>New batch arrives,0.0,14035
>New batch arrives,0.0,14036
>New batch arrives,0.0,14037
>New batch arrives,0.0,14038
>New batch arrives,0.0,14039
>New batch arrives,0.0,14040
>New batch arrives,0.0,14041
>New batch arrives,0.0,14042
>New batch arrives,0.0,14043
>New batch arrives,0.0,14044
>New batch arrives,0.0,14045
>New batch arrives,0.0,14046
>New batch arrives,0.0,14047
>New batch arrives,0.0,14048
>New batch arrives,0.0,14049
>New batch arrives,0.0,14050
>New batch arrives,0.0,14051
>New batch arrives,0.0,14052
>New batch arrives,0.0,14053
>New batch arrives,0.0,14054
>New batch arrives,0.0,14055
>New batch arrives,0.0,14056
>New batch arrives,0.0,14057
>New batch arrives,0.0,14058
>New batch arrives,0.0,14059
>New batch arrives,0.0,14060
>New batch arrives,0.0,14061
>New batch arrives,0.0,14062
>New batch arrives,0.0,14063
>New batch arrives,0.0,14064
>New batch arrives,0.0,14065
>New batch arrives,0.0,14066
>New batch arrives,0.0,14067
>New batch arrives,0.0,14068
>New batch arrives,0.0,14069
>New batch arrives,0.0,14070
>New batch arrives,0.0,14071
>New batch arrives,0.0,14072
>New batch arrives,0.0,14073
>New batch arrives,0.0,14074
>New batch arrives,0.0,14075
>New batch arrives,0.0,14076
>New batch arrives,0.0,14077
>New batch arrives,0.0,14078
>New batch arrives,0.0,14079
>New batch arrives,0.0,14080
>New batch arrives,0.0,14081
>New batch arrives,0.0,14082
>New batch arrives,0.0,14083
>New batch arrives,0.0,14084
>New batch arrives,0.0,14085
>New batch arrives,0.0,14086
>New batch arrives,0.0,14087
>New batch arrives,0.0,14088
>New batch arrives,0.0,14089
>New batch arrives,0.0,14090
>New batch arrives,0.0,14091
>New batch arrives,0.0,14092
>New batch arrives,0.0,14093
>New batch arrives,0.0,14094
>New batch arrives,0.0,14095
>New batch arrives,0.0,14096
>New batch arrives,0.0,14097
>New batch arrives,0.0,14098
>New batch arrives,0.0,14099
>New batch arrives,0.0,14100
>New batch arrives,0.0,14101
>New batch arrives,0.0,14102
>New batch arrives,0.0,14103
>New batch arrives,0.0,14104
>New batch arrives,0.0,14105
>New batch arrives,0.0,14106
>New batch arrives,0.0,14107
>New batch arrives,0.0,14108
>New batch arrives,0.0,14109
>New batch arrives,0.0,14110
>New batch arrives,0.0,14111
>New batch arrives,0.0,14112
>New batch arrives,0.0,14113
>New batch arrives,0.0,14114
>New batch arrives,0.0,14115
>New batch arrives,0.0,14116
>New batch arrives,0.0,14117
>New batch arrives,0.0,14118
>New batch arrives,0.0,14119
>New batch arrives,0.0,14120
>New batch arrives,0.0,14121
>New batch arrives,0.0,14122
>New batch arrives,0.0,14123
>New batch arrives,0.0,14124
>New batch arrives,0.0,14125
>New batch arrives,0.0,14126
>New batch arrives,0.0,14127
>New batch arrives,0.0,14128
>New batch arrives,0.0,14129
>New batch arrives,0.0,14130
>New batch arrives,0.0,14131
>New batch arrives,0.0,14132
>New batch arrives,0.0,14133
>New batch arrives,0.0,14134
>New batch arrives,0.0,14135
>New batch arrives,0.0,14136
>New batch arrives,0.0,14137
>New batch arrives,0.0,14138
>New batch arrives,0.0,14139
>New batch arrives,0.0,14140
>New batch arrives,0.0,14141
>New batch arrives,0.0,14142
>New batch arrives,0.0,14143
>New batch arrives,0.0,14144
>New batch arrives,0.0,14145
>New batch arrives,0.0,14146
>New batch arrives,0.0,14147
>New batch arrives,0.0,14148
>New batch arrives,0.0,14149
>New batch arrives,0.0,14150
>New batch arrives,0.0,14151
>New batch arrives,0.0,14152
>New batch arrives,0.0,14153
>New batch arrives,0.0,14154
>New batch arrives,0.0,14155
>New batch arrives,0.0,14156
>New batch arrives,0.0,14157
>New batch arrives,0.0,14158
>New batch arrives,0.0,14159
>New batch arrives,0.0,14160
>New batch arrives,0.0,14161
>New batch arrives,0.0,14162
>New batch arrives,0.0,14163
>New batch arrives,0.0,14164
>New batch arrives,0.0,14165
>New batch arrives,0.0,14166
>New batch arrives,0.0,14167
>New batch arrives,0.0,14168
>New batch arrives,0.0,14169
>New batch arrives,0.0,14170
>New batch arrives,0.0,14171
>New batch arrives,0.0,14172
>New batch arrives,0.0,14173
>New batch arrives,0.0,14174
>New batch arrives,0.0,14175
>New batch arrives,0.0,14176
>New batch arrives,0.0,14177
>New batch arrives,0.0,14178
>New batch arrives,0.0,14179
>New batch arrives,0.0,14180
>New batch arrives,0.0,14181
>New batch arrives,0.0,14182
>New batch arrives,0.0,14183
>New batch arrives,0.0,14184
>New batch arrives,0.0,14185
>New batch arrives,0.0,14186
>New batch arrives,0.0,14187
>New batch arrives,0.0,14188
>New batch arrives,0.0,14189
>New batch arrives,0.0,14190
>New batch arrives,0.0,14191
>New batch arrives,0.0,14192
>New batch arrives,0.0,14193
>New batch arrives,0.0,14194
>New batch arrives,0.0,14195
>New batch arrives,0.0,14196
>New batch arrives,0.0,14197
>New batch arrives,0.0,14198
>New batch arrives,0.0,14199
>New batch arrives,0.0,14200
>New batch arrives,0.0,14201
>New batch arrives,0.0,14202
>New batch arrives,0.0,14203
>New batch arrives,0.0,14204
>New batch arrives,0.0,14205
>New batch arrives,0.0,14206
>New batch arrives,0.0,14207
>New batch arrives,0.0,14208
>New batch arrives,0.0,14209
>New batch arrives,0.0,14210
>New batch arrives,0.0,14211
>New batch arrives,0.0,14212
>New batch arrives,0.0,14213
>New batch arrives,0.0,14214
>New batch arrives,0.0,14215
>New batch arrives,0.0,14216
>New batch arrives,0.0,14217
>New batch arrives,0.0,14218
>New batch arrives,0.0,14219
>New batch arrives,0.0,14220
>New batch arrives,0.0,14221
>New batch arrives,0.0,14222
>New batch arrives,0.0,14223
>New batch arrives,0.0,14224
>New batch arrives,0.0,14225
>New batch arrives,0.0,14226
>New batch arrives,0.0,14227
>New batch arrives,0.0,14228
>New batch arrives,0.0,14229
>New batch arrives,0.0,14230
>New batch arrives,0.0,14231
>New batch arrives,0.0,14232
>New batch arrives,0.0,14233
>New batch arrives,0.0,14234
>New batch arrives,0.0,14235
>New batch arrives,0.0,14236
>New batch arrives,0.0,14237
>New batch arrives,0.0,14238
>New batch arrives,0.0,14239
>New batch arrives,0.0,14240
>New batch arrives,0.0,14241
>New batch arrives,0.0,14242
>New batch arrives,0.0,14243
>New batch arrives,0.0,14244
>New batch arrives,0.0,14245
>New batch arrives,0.0,14246
>New batch arrives,0.0,14247
